situation,z_estimation,h_estimation
150_front_a,219.97918296186273,37.987131118774414
150_front_b,200.4472269398621,35.97455978393555
150_bodyside_variant_a,181.1594511152067,38.04768943786621
150_bodyside_variant_b,157.45901613246426,38.58114433288574
150_500_a,161.16947111150228,27.602282524108887
500_150_b,925.6209506604318,50.14694309234619
500_150_c,1442.71199574227,6.754434585571289
200_front_a,288.73163163044853,48.418198585510254
200_front_b,304.02588051594927,49.24311828613281
200_front_c,1452.1242855260014,15.435279846191406
200_shaking_hands_variant_a,285.36449490866664,46.17282962799072
200_shaking_hands_variant_b,310.5956890925812,50.55707550048828
200_400_front_a,709.9925499260112,50.5447883605957
400_200_front_b,287.654403201311,49.692917823791504
200_400_sitdown_a,323.8120472911569,34.51306879520416
400_200_sitdown_b,696.2448721317843,19.218642711639404
400_200_sitdown_c,1385.9820169726706,14.175119400024414
200_400_sitdown_side_variant_a,322.3252151106309,33.90780436992645
400_200_sitdown_side_variant_b,685.3163411060331,32.38915967941284
250_front_a,386.9745003492132,51.132394790649414
250_front_b,391.56007505447286,50.95214366912842
250_oneback_one_front_variant_a,395.0456535123518,46.75211524963379
250_oneback_one_front_variant_b,402.73815744448245,50.25527381896973
250_side_variant_a,395.6778787270117,49.30320167541504
250_side_variant_b,400.27897057205786,51.32362651824951
250_350_a,381.2834889920421,51.34947490692139
350_250_b,608.0779665629965,51.116960525512695
250_500_a,409.8735964350683,50.693400382995605
500_250_b,910.3666734797725,47.934449195861816
250_600_a,404.02053130764483,52.04481887817383
600_250_b,1140.0648386761118,51.0421404838562
250_600_perspective_variant_a,355.1590229458407,49.81372928619385
600_250_perspective_variant_b,1134.7011940071095,51.82074594497681
300_front_a,515.7830189004937,51.13176345825195
300_front_b,514.7682989763023,51.05558967590332
350_front_a,619.9531797078652,50.61135292053223
350_front_b,620.734958432509,50.36075687408447
350_front_c,1437.1310248490033,13.61253833770752
350_side_variant_a,585.9796416890675,49.778374671936035
350_side_variant_b,594.3450563967793,50.54612636566162
400_front_a,704.6328319222893,50.246564865112305
400_front_b,710.9286826168195,49.91479206085205
400_oneside_variant_a,706.0379637285753,50.04549694061279
400_oneside_variant_b,707.2248217346483,50.32608127593994
400_120cm_h_variant_a,735.4601978059185,51.5674991607666
120_400cm_h_variant_b,684.2617470950158,34.0595645904541
450_front_a,805.5796456326269,48.40808868408203
450_front_b,824.3339919569798,49.77554988861084
450_side_variant_a,779.9845235280008,48.71761608123779
450_side_variant_b,799.9161863722051,48.78375244140625
450_600_a,789.1935485984835,50.51123905181885
600_450_b,1122.8719837733888,51.0421404838562
500_front_a,893.0072467420681,48.81630754470825
500_front_b,903.4792347175714,49.1169490814209
500_oneside_variant_a,904.7306421452397,50.224085330963135
500_oneside_variant_b,916.0584867635255,43.53625786304474
550_front_a,1043.5968343955146,50.50618600845337
550_front_b,1033.6235855482043,51.083805561065674
550_oneside_variant_a,1042.6996050545276,50.78245401382446
550_oneside_variant_b,1017.1524457892876,47.690048694610596
600_front_a,1144.6648287429514,51.55247116088867
600_front_b,1116.464046111391,50.6439266204834
600_oneside_variant_a,1145.0050310182112,49.52677810192108
600_oneside_variant_b,1128.0502963474478,51.10133671760559
