situation,letter,person_index,depth,height,true_depth
200,A,1,225.59108971331383,168.1104472552508,200
250,A,1,252.03858163903533,166.94968448217088,250
300,A,1,315.3963016691277,167.30319377673305,300
350,A,1,373.1506826824276,164.22656555913898,350
400,A,1,427.8428168649564,164.09847374744285,400
450,A,1,488.70084410152754,164.31603716594455,450
500,A,1,518.7882230185543,167.17628590562515,500
550,A,1,569.1327357418501,165.11649666856655,550
600,A,1,616.8145217301169,168.3410433039,600
