situation,letter,person_index,depth,height,true_depth
200,A,1,99.81768394919004,48.58438491821289,200
250,A,1,110.8147988319397,48.24395942687988,250
300,A,1,137.15166338752297,48.34112739562988,300
350,A,1,161.1561970430262,56.51958465576172,350
400,A,1,183.88669092514937,47.40881061553955,400
450,A,1,209.17845782111672,47.46873950958252,450
500,A,1,221.68299506692324,48.29263782501221,500
550,A,1,242.60378400017237,47.69494819641113,550
600,A,1,262.4171537511489,48.6238431930542,600
