situation,z_estimation_1,z_estimation_2
240,85.27290916442871,
176,66.71458669809195,
160,63.554281507219585,
204_722,73.71915197372437,160.0543694129357
250_350,85.51319256950828,106.86254299388213
176_504,66.72408676147461,139.0255385178786
150_350,58.15694260597229,107.31165448357078
790,160.5708992697976
298_604,97.55501699447632,144.84604061351104

